Stock Location,Family,Assortment Group,Minimum Members Count,Minimum Preferred Count,Minimum Inventory,Reported Year,Reported Month,Reported Day
P689,110150177SHALE,,3,2,0,2024,6,21
P689,110150179BONNIE BLUE,,3,2,0,2024,6,21
P689,110150447WINTER WHITE,,3,2,0,2024,6,21
P689,110150448BRIGHT WHITE,,3,2,0,2024,6,21
P689,110147501STAR SAPPHIRE,,3,2,0,2024,6,21
P689,110148004DARK PURPLE,,3,2,0,2024,6,21
P689,110150178SHALE,,3,2,0,2024,6,21
P689,110150481PINK LAVENDER,,3,2,0,2024,6,21
P689,110150534VEILED ROSE,,3,2,0,2024,6,21
P689,110151097ZEPHYR,,3,2,0,2024,6,21
P689,110145964BAROQUE ROSE,,3,2,0,2024,6,21
P689,110146442JET BLACK,,3,2,0,2024,6,21
P689,110146442RABBIT,,3,2,0,2024,6,21
P689,110147573LAVANDULA,,3,2,0,2024,6,21
P689,110147733LEGION BLUE,,3,2,0,2024,6,21
P689,110147746DARK PURPLE,,3,2,0,2024,6,21
P689,110148216AFTERGLOW,,3,2,0,2024,6,21
P689,110149261LIMOGES,,3,2,0,2024,6,21
P689,110150535BLUE HORIZON,,3,2,0,2024,6,21
P689,110151061JET BLACK,,3,2,0,2024,6,21
P689,110151141CANDY PINK,,3,2,0,2024,6,21
P689,110147572BRIGHT WHITE,,3,2,0,2024,6,21
P689,110147743MAUVE SHADOWS,,3,2,0,2024,6,21
P689,110147747JET BLACK,,3,2,0,2024,6,21
P689,110148045JET BLACK,,3,2,0,2024,6,21
P689,110148263STAR SAPPHIRE,,3,2,0,2024,6,21
P689,110150490VEILED ROSE,,3,2,0,2024,6,21
P689,110150534MISTLETOE,,3,2,0,2024,6,21
P689,110151062JET BLACK,,3,2,0,2024,6,21
P689,110146134ANTHRACITE,,3,2,0,2024,6,21
P689,110147744GRAY LILAC,,3,2,0,2024,6,21
P689,110149260OPEN AIR,,3,2,0,2024,6,21
P689,110149896STAR WHITE,,3,2,0,2024,6,21
P689,110150480DEW,,3,2,0,2024,6,21
P689,110150532PRISM PINK,,3,2,0,2024,6,21
P689,110150708BLUE HORIZON,,3,2,0,2024,6,21
P689,110151034BLUE HORIZON,,3,2,0,2024,6,21
P689,110146443JET BLACK,,3,2,0,2024,6,21
P689,110147573JET BLACK,,3,2,0,2024,6,21
P689,110147745GRAY LILAC,,3,2,0,2024,6,21
P689,110148215BLACK IRIS,,3,2,0,2024,6,21
P689,110149146BONNIE BLUE,,3,2,0,2024,6,21
P689,110149146PASTEL LAVENDER,,3,2,0,2024,6,21
P689,110149275JET BLACK,,3,2,0,2024,6,21
P689,110149925PIRATE BLACK,,3,2,0,2024,6,21
P689,110150532JET BLACK,,3,2,0,2024,6,21
P689,110150532ORCHID BLOOM,,3,2,0,2024,6,21
P689,110150536MISTLETOE,,3,2,0,2024,6,21
P689,110150536VEILED ROSE,,3,2,0,2024,6,21
P689,110150708SHALE,,3,2,0,2024,6,21
P689,110151141CEDAR WOOD,,3,2,0,2024,6,21
P689,110147572LIGHT CLEAR BLUE,,3,2,0,2024,6,21
P689,110148527JET BLACK,,3,2,0,2024,6,21
P689,110150038JET BLACK,,3,2,0,2024,6,21
P689,110150531MISTLETOE,,3,2,0,2024,6,21
P689,110151034CANDY PINK,,3,2,0,2024,6,21
P689,110151224JET BLACK,,3,2,0,2024,6,21
P689,110146025DARK PURPLE,,3,2,6,2024,6,21
P689,110146025RABBIT,,3,2,6,2024,6,21
P689,110146025PIRATE BLACK,,3,2,6,2024,6,21
P689,110149924ROEBUCK,,3,2,6,2024,6,21
P689,110146025JET BLACK,,3,2,6,2024,6,21
P689,110146026BROWN STONE,,3,2,6,2024,6,21
P689,110146026FOXGLOVE,,3,2,6,2024,6,21
P689,110149924JET BLACK,,3,2,6,2024,6,21
P689,110146025DEW,,3,2,6,2024,6,21
P689,110146025DAWN PINK,,3,2,6,2024,6,21
P689,110146026JET BLACK,,3,2,6,2024,6,21
P689,110148383JET BLACK,,3,2,6,2024,6,21
P689,110148383PURPLE DUSK,,3,2,6,2024,6,21
P689,110146025BROWN STONE,,3,2,6,2024,6,21
P689,110148855BLACK IRIS,,4,2,0,2024,6,21
P689,110150102PHANTOM,,4,2,0,2024,6,21
P689,110146360ICEBERG GREEN,,4,2,6,2024,6,21
P689,110146359FLAMINGO PLUME,,4,2,6,2024,6,21
P689,110146359MARITIME BLUE,,4,2,6,2024,6,21
P689,110146359ICEBERG GREEN,,4,2,6,2024,6,21
P689,110146358ICEBERG GREEN,,4,2,6,2024,6,21
P689,110150489JET BLACK,,4,2,6,2024,6,21
P689,110146359GLACIER GRAY,,4,2,6,2024,6,21
P689,110151026JET BLACK,,4,2,6,2024,6,21
P689,110146205JET BLACK,,4,2,6,2024,6,21
P689,110146359LUPINE,,4,2,6,2024,6,21
P689,110150489WARM TAUPE,,4,2,6,2024,6,21
P689,110150642NIGHT SKY,,4,2,6,2024,6,21
P689,110146489JET BLACK,,4,2,6,2024,6,21
P689,110146359GRAPE WINE,,4,2,6,2024,6,21
P689,110150489PUCE,,4,2,6,2024,6,21
P689,110147075ASPHALT,,4,2,6,2024,6,21
P689,110146358GRAPE WINE,,4,2,6,2024,6,21
P689,110150489IVY GREEN,,4,2,6,2024,6,21
P689,110146358LUPINE,,4,2,6,2024,6,21
P689,110145962JET BLACK,,4,2,0,2024,6,21
P689,110146363GRAPE WINE,,3,2,6,2024,6,21
P689,110146357JET BLACK,,3,2,6,2024,6,21
P689,110146357BAROQUE ROSE,,3,2,6,2024,6,21
P689,110146361STRAWBERRY ICE,,3,2,6,2024,6,21
P689,110146357BRIGHT WHITE,,3,2,6,2024,6,21
P689,110146361JET BLACK,,3,2,6,2024,6,21
P689,110146357DUTCH CANAL,,3,2,6,2024,6,21
P689,110146361VALERIAN,,3,2,6,2024,6,21
P689,110146357VALERIAN,,3,2,6,2024,6,21
P689,110146361ANTHRACITE,,3,2,6,2024,6,21
P689,110146357OIL GREEN,,3,2,6,2024,6,21
P689,110146358OIL GREEN,,4,2,6,2024,6,21
P689,110146356BRIGHT WHITE,,4,2,6,2024,6,21
P689,110146356ECRU,,4,2,7,2024,6,21
P689,110146359BRIGHT WHITE,,4,2,6,2024,6,21
P689,110146356JET BLACK,,4,2,6,2024,6,21
P689,110146356DUTCH CANAL,,4,2,6,2024,6,21
P689,110146360BLUE HORIZON,,4,2,7,2024,6,21
P689,110146360VALERIAN,,4,2,7,2024,6,21
P689,110146360ANTHRACITE,,4,2,7,2024,6,21
P689,110146358JET BLACK,,4,2,6,2024,6,21
P689,110146360STRAWBERRY ICE,,4,2,7,2024,6,21
P689,110146359BLUE HORIZON,,4,2,7,2024,6,21
P689,110146359JET BLACK,,4,2,6,2024,6,21
P689,110146356BAROQUE ROSE,,4,2,6,2024,6,21
P689,110146360JET BLACK,,4,2,6,2024,6,21
P689,110146356OIL GREEN,,4,2,7,2024,6,21
P689,110146359ANTHRACITE,,4,2,7,2024,6,21
P689,110146356VALERIAN,,4,2,6,2024,6,21
P689,110146360GLACIER GRAY,,4,2,7,2024,6,21
P689,110149926BRIGHT WHITE,,3,2,0,2024,6,21
P689,110148126CASHMERE BLUE,,4,2,6,2024,6,21
P689,110146489EBONY,,4,2,6,2024,6,21
P689,110148128ITALIAN PLUM,,4,2,6,2024,6,21
P689,110146489NIGHT SKY,,4,2,6,2024,6,21
P689,110150642JET BLACK,,4,2,6,2024,6,21
P689,110145986JET BLACK,,4,2,6,2024,6,21
P689,110145986BARELY PINK,,4,2,6,2024,6,21
P689,110146228JET BLACK,,4,2,6,2024,6,21
P689,110146208BLUE GLOW,,4,2,6,2024,6,21
P689,880015132BISTRO GREEN,,3,2,0,2024,6,21
P689,110149119OLD ROSE,,3,2,0,2024,6,21
P689,110149120INDIGO,,3,2,0,2024,6,21
P689,110151039MEDIUM STONE,,3,2,0,2024,6,21
P689,110148345ASPHALT,,3,2,0,2024,6,21
P689,110149101DARK STONE,,3,2,0,2024,6,21
P689,110146623OLD ROSE,,3,2,0,2024,6,21
P689,110146623FOXGLOVE,,3,2,0,2024,6,21
P689,110149122SAGE GRAY,,3,2,0,2024,6,21
P689,110149103OLD ROSE,,3,2,0,2024,6,21
P689,110150182BRIGHT BLUE,,4,2,0,2024,6,21
P689,110151225MEDIUM STONE,,3,2,0,2024,6,21
P689,110149102TINT INDIGO,,3,2,0,2024,6,21
P689,110150184MEDIUM STONE,,3,2,0,2024,6,21
P689,110149103SAGE GRAY,,3,2,0,2024,6,21
P689,110149106OLD ROSE,,3,2,0,2024,6,21
P689,110150183MEDIUM STONE,,3,2,0,2024,6,21
P689,110150181BRIGHT WHITE,,4,2,0,2024,6,21
P689,110151226MEDIUM STONE,,3,2,0,2024,6,21
P689,110151040DARK STONE,,3,2,0,2024,6,21
P689,110149123STAR WHITE,,3,2,0,2024,6,21
P689,110150185DUTCH CANAL,,3,2,0,2024,6,21
P689,110149104ANTIQUE WHITE,,3,2,0,2024,6,21
P689,110150199JET BLACK,,3,2,0,2024,6,21
P689,110149105SAGE GRAY,,3,2,0,2024,6,21
P689,110149121ANTIQUE WHITE,,3,2,0,2024,6,21
P689,110150200FOXGLOVE,,3,2,0,2024,6,21
P689,110148127CEMENT,,4,2,6,2024,6,21
P689,110148127MAUVE ORCHID,,4,2,6,2024,6,21
